SchoolName;LastInspection;Permittee;InspectionDate;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT
Learn and Explore Academy;01/09/2023;LEARN AND EXPLORE ACADEMY LLC;04/05/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05792E+13;-7,39552E+13;313;48
Learn and Explore Academy;01/09/2023;LEARN AND EXPLORE ACADEMY LLC;04/05/2022;C;06A;Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.;4,05792E+13;-7,39552E+13;313;48
Learn and Explore Academy;01/09/2023;LEARN AND EXPLORE ACADEMY LLC;04/05/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,05792E+13;-7,39552E+13;313;48
Learn and Explore Academy;01/09/2023;LEARN AND EXPLORE ACADEMY LLC;04/05/2022;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,05792E+13;-7,39552E+13;313;48
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;05/06/2021;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,05795E+13;-7,40783E+13;502;50
P.S. 253;12/05/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/14/2022;AV;22C;Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.;4,05796E+13;-7,39621E+13;313;48
P.S. 253;12/05/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/05/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,05796E+13;-7,39621E+13;313;48
P.S. 253;12/05/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/05/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,05796E+13;-7,39621E+13;313;48
P.S. 253;12/05/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/14/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,05796E+13;-7,39621E+13;313;48
P.S. 253;12/05/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/14/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,05796E+13;-7,39621E+13;313;48
P.S. 253;12/05/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;03/15/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05796E+13;-7,39621E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/22/2022;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/22/2022;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;C;04M;Live roaches in facility's food or non-food area.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;09/22/2022;CP;05D;No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05797E+13;-7,39563E+13;313;48
P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771;02/03/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/02/2023;G;09A;Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE;4,05797E+13;-7,39563E+13;313;48
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/20/2021;C;04J;Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;C;04J;Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;06/10/2022;C;02G;Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;G;09C;Food contact surface not properly maintained.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;01/17/2023;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;06/10/2022;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;C;06C;Food not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;01/17/2023;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;06/10/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;C;05D;Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;C;05D;Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;C;04M;Live roaches present in facility's food and/or non-food areas.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/20/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;01/17/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/09/2022;G;10H;Proper sanitization not provided for utensil ware washing operation.;4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/20/2021;G;10I;"Single service item reused, improperly stored, dispensed; not used when required.";4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;06/10/2022;G;10I;"Single service item reused, improperly stored, dispensed; not used when required.";4,058E+13;-7,38503E+13;414;32
MERKAZ HATORAH OF BELLE HARBOR;01/17/2023;HATORAH OF BELL MERCAZ;05/25/2022;G;09B;Thawing procedures improper.;4,058E+13;-7,38503E+13;414;32
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;03/11/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,05804E+13;-7,39536E+13;315;48
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;03/11/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,05804E+13;-7,39536E+13;315;48
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;03/11/2022;G;09C;Food contact surface not properly maintained.;4,05804E+13;-7,39536E+13;315;48
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;03/11/2022;C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,05804E+13;-7,39536E+13;315;48
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;C;06C;Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.;4,05804E+13;-7,39536E+13;315;48
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;03/11/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05804E+13;-7,39536E+13;315;48
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN;12/28/2022;SHULAMITH  SCHOOL FOR GIRLS OF BROOKLYN;03/11/2022;NV;16B;The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.;4,05804E+13;-7,39536E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2021;AV;18B;Document issued by the Board of Health, Commissioner or Department unlawfully reproduced or altered.;4,05809E+13;-7,3936E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;04/14/2021;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,05809E+13;-7,3936E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;04/14/2021;C;04N;Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.;4,05809E+13;-7,3936E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2021;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,05809E+13;-7,3936E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2021;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,05809E+13;-7,3936E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2021;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,05809E+13;-7,3936E+13;315;48
LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES, P.S. K053 @ KINGSBORO HS;02/07/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2021;C;04H;Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.;4,05809E+13;-7,3936E+13;315;48
WATERSIDE CHILDREN'S STUDIO SCHOOL, WATERSIDE SCHOOL FOR LEADERSHIP;03/09/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/09/2023;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,05809E+13;-7,38318E+13;414;32
